event_id,match_id,event_name,event_date,event_place,f1name,f2name,f1result,f2result,f1fid,f2fid,method,method_d,ref,round,duration
540,3,UFC 34 - High Voltage,2001-11-02,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Evan Tanner,Homer Moore,win,loss,212,853,Submission,Armbar,N/A,2,0:55
540,2,UFC 34 - High Voltage,2001-11-02,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Matt Lindland,Phil Baroni,win,loss,276,278,Decision,Majority,N/A,3,5:00
540,1,UFC 34 - High Voltage,2001-11-02,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Frank Mir,Roberto Traven,win,loss,2329,142,Submission,Armbar,N/A,1,1:05
668,8,UFC 35 - Throwdown,2002-01-11,"Mohegan Sun Arena, Uncasville, Conneticut, United States",Jens Pulver,B.J. Penn,win,loss,228,1307,Decision,Majority,N/A,5,5:00
668,7,UFC 35 - Throwdown,2002-01-11,"Mohegan Sun Arena, Uncasville, Conneticut, United States",Ricco Rodriguez,Jeff Monson,win,loss,8,262,TKO,Punches,N/A,3,3:00
668,6,UFC 35 - Throwdown,2002-01-11,"Mohegan Sun Arena, Uncasville, Conneticut, United States",Murilo Bustamante,Dave Menne,win,loss,253,245,TKO,Punches,N/A,2,0:44
668,5,UFC 35 - Throwdown,2002-01-11,"Mohegan Sun Arena, Uncasville, Conneticut, United States",Chuck Liddell,Amar Suloev,win,loss,192,1995,Decision,Unanimous,N/A,3,5:00
668,4,UFC 35 - Throwdown,2002-01-11,"Mohegan Sun Arena, Uncasville, Conneticut, United States",Andrei Semenov,Ricardo Almeida,win,loss,1870,11,TKO,Punches,N/A,2,2:01
668,2,UFC 35 - Throwdown,2002-01-11,"Mohegan Sun Arena, Uncasville, Conneticut, United States",Gil Castillo,Chris Brennan,win,loss,553,64,Decision,Unanimous,N/A,3,5:00
668,1,UFC 35 - Throwdown,2002-01-11,"Mohegan Sun Arena, Uncasville, Conneticut, United States",Eugene Jackson,Keith Rockel,win,loss,222,2093,Submission,Guillotine Choke,N/A,2,3:46
771,8,UFC 36 - Worlds Collide,2002-03-22,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Josh Barnett,Randy Couture,win,loss,272,166,TKO,Punches,N/A,2,4:35
771,7,UFC 36 - Worlds Collide,2002-03-22,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Pedro Rizzo,Andrei Arlovski,win,loss,208,270,KO,Punches,N/A,3,1:45
771,6,UFC 36 - Worlds Collide,2002-03-22,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Matt Hughes,Hayato Sakurai,win,loss,232,432,TKO,Punches,N/A,4,3:01
771,5,UFC 36 - Worlds Collide,2002-03-22,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Matt Lindland,Pat Miletich,win,loss,276,188,TKO,Punches,N/A,1,3:09
771,4,UFC 36 - Worlds Collide,2002-03-22,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Evan Tanner,Elvis Sinosic,win,loss,212,281,TKO,Cut,N/A,1,2:06
771,3,UFC 36 - Worlds Collide,2002-03-22,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Frank Mir,Pete Williams,win,loss,2329,201,Submission,Inside Shoulder Lock,N/A,1,0:46
771,2,UFC 36 - Worlds Collide,2002-03-22,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Matt Serra,Kelly Dullanty,win,loss,1305,354,Submission,Triangle Choke,N/A,1,2:58
771,1,UFC 36 - Worlds Collide,2002-03-22,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Sean Sherk,Jutaro Nakao,win,loss,277,438,Decision,Unanimous,N/A,3,5:00
850,8,UFC 37 - High Impact,2002-05-10,"CenturyTel Center, Bossier City, Louisiana, United States",Murilo Bustamante,Matt Lindland,win,loss,253,276,Submission,Guillotine Choke,N/A,3,1:33
850,7,UFC 37 - High Impact,2002-05-10,"CenturyTel Center, Bossier City, Louisiana, United States",Ricco Rodriguez,Tsuyoshi Kosaka,win,loss,8,190,TKO,Punches,N/A,2,3:25
850,5,UFC 37 - High Impact,2002-05-10,"CenturyTel Center, Bossier City, Louisiana, United States",Phil Baroni,Amar Suloev,win,loss,278,1995,TKO,Punches,N/A,1,2:55
850,4,UFC 37 - High Impact,2002-05-10,"CenturyTel Center, Bossier City, Louisiana, United States",Caol Uno,Yves Edwards,win,loss,283,344,Decision,Unanimous,N/A,3,5:00
850,3,UFC 37 - High Impact,2002-05-10,"CenturyTel Center, Bossier City, Louisiana, United States",Ivan Salaverry,Andrei Semenov,win,loss,1351,1870,TKO,Punches,N/A,3,2:27
850,1,UFC 37 - High Impact,2002-05-10,"CenturyTel Center, Bossier City, Louisiana, United States",Robbie Lawler,Aaron Riley,win,loss,2245,1567,Decision,Unanimous,N/A,3,5:00
901,6,UFC 37.5 - As Real As It Gets,2002-06-22,"Bellagio Hotel and CasinoLas Vegas, Nevada, United States, United States",Chuck Liddell,Vitor Belfort,win,loss,192,156,Decision,Unanimous,N/A,3,5:00
901,5,UFC 37.5 - As Real As It Gets,2002-06-22,"Bellagio Hotel and CasinoLas Vegas, Nevada, United States, United States",Benji Radach,Nick Serra,win,loss,2294,3225,Decision,Unanimous,N/A,3,5:00
901,4,UFC 37.5 - As Real As It Gets,2002-06-22,"Bellagio Hotel and CasinoLas Vegas, Nevada, United States, United States",Pete Spratt,Zach Light,win,loss,3195,3919,Submission,Armbar,N/A,1,2:25
901,3,UFC 37.5 - As Real As It Gets,2002-06-22,"Bellagio Hotel and CasinoLas Vegas, Nevada, United States, United States",Robbie Lawler,Steve Berger,win,loss,2245,1303,TKO,Punches,N/A,2,0:27
901,2,UFC 37.5 - As Real As It Gets,2002-06-22,"Bellagio Hotel and CasinoLas Vegas, Nevada, United States, United States",Tony Fryklund,Rodrigo Ruas,win,loss,168,1562,TKO,Punches,N/A,2,3:34
901,1,UFC 37.5 - As Real As It Gets,2002-06-22,"Bellagio Hotel and CasinoLas Vegas, Nevada, United States, United States",Yves Edwards,Joao Marcos Pierini,win,loss,344,2490,TKO,Injury,N/A,1,1:19
923,7,UFC 38 - Brawl at the Hall,2002-07-13,"Royal Albert Hall, London, England, England",Matt Hughes,Carlos Newton,win,loss,232,7,TKO,Punches,N/A,4,3:27
923,6,UFC 38 - Brawl at the Hall,2002-07-13,"Royal Albert Hall, London, England, England",Ian Freeman,Frank Mir,win,loss,242,2329,TKO,Punches,N/A,1,4:35
923,5,UFC 38 - Brawl at the Hall,2002-07-13,"Royal Albert Hall, London, England, England",Mark Weir,Eugene Jackson,win,loss,3599,222,KO,Punch,N/A,1,0:10
923,4,UFC 38 - Brawl at the Hall,2002-07-13,"Royal Albert Hall, London, England, England",Genki Sudo,Leigh Remedios,win,loss,1227,3071,Submission,Rear-Naked Choke,N/A,2,1:38
923,3,UFC 38 - Brawl at the Hall,2002-07-13,"Royal Albert Hall, London, England, England",Phillip Miller,James Zikic,win,loss,482,1767,Decision,Unanimous,N/A,3,5:00
923,2,UFC 38 - Brawl at the Hall,2002-07-13,"Royal Albert Hall, London, England, England",Renato Sobral,Elvis Sinosic,win,loss,274,281,Decision,Unanimous,N/A,3,5:00
923,1,UFC 38 - Brawl at the Hall,2002-07-13,"Royal Albert Hall, London, England, England",Evan Tanner,Chris Haseman,win,loss,212,1449,Decision,Unanimous,N/A,3,5:00
1085,8,UFC 39 - The Warriors Return,2002-09-27,"Mohegan Sun Arena, Uncasville, Conneticut, United States",Ricco Rodriguez,Randy Couture,win,loss,8,166,Submission,Elbow,N/A,5,3:04
1085,7,UFC 39 - The Warriors Return,2002-09-27,"Mohegan Sun Arena, Uncasville, Conneticut, United States",Tim Sylvia,Wesley Correira,win,loss,1061,2829,TKO,Corner Stoppage,N/A,2,1:43
1085,6,UFC 39 - The Warriors Return,2002-09-27,"Mohegan Sun Arena, Uncasville, Conneticut, United States",B.J. Penn,Matt Serra,win,loss,1307,1305,Decision,Unanimous,N/A,3,5:00
1085,5,UFC 39 - The Warriors Return,2002-09-27,"Mohegan Sun Arena, Uncasville, Conneticut, United States",Caol Uno,Din Thomas,win,loss,283,1301,Decision,Unanimous,N/A,3,5:00
1085,4,UFC 39 - The Warriors Return,2002-09-27,"Mohegan Sun Arena, Uncasville, Conneticut, United States",Gan McGee,Pedro Rizzo,win,loss,273,208,TKO,Corner Stoppage,N/A,1,5:00
31,8,UFC 21 - Return of the Champions,1999-07-16,"U.S. Cellular Center, Cedar Rapids, Iowa, United States",Maurice Smith,Marco Ruas,win,loss,175,120,TKO,Corner Stoppage,John McCarthy,1,5:00
31,7,UFC 21 - Return of the Champions,1999-07-16,"U.S. Cellular Center, Cedar Rapids, Iowa, United States",Pat Miletich,Andre Pederneiras,win,loss,188,227,TKO,Doctor Stoppage,John McCarthy,2,2:20
31,6,UFC 21 - Return of the Champions,1999-07-16,"U.S. Cellular Center, Cedar Rapids, Iowa, United States",Jeremy Horn,Daiju Takase,win,loss,202,226,TKO,Punches,John McCarthy,1,4:41
31,5,UFC 21 - Return of the Champions,1999-07-16,"U.S. Cellular Center, Cedar Rapids, Iowa, United States",Paul Jones,Flavio Luiz Moura,win,loss,224,225,Submission,Rear-Naked Choke,John McCarthy,1,4:20
31,4,UFC 21 - Return of the Champions,1999-07-16,"U.S. Cellular Center, Cedar Rapids, Iowa, United States",Tsuyoshi Kosaka,Tim Lajcik,win,loss,190,223,TKO,Corner Stoppage,John McCarthy,2,5:00
31,2,UFC 21 - Return of the Champions,1999-07-16,"U.S. Cellular Center, Cedar Rapids, Iowa, United States",Andre Roberts,Ron Waterman,win,loss,194,217,KO,Punch,John McCarthy,1,2:51
31,1,UFC 21 - Return of the Champions,1999-07-16,"U.S. Cellular Center, Cedar Rapids, Iowa, United States",Travis Fulton,David Dodd,win,loss,80,81,Decision,Unanimous,John McCarthy,2,5:00
32,8,UFC 22 - There Can Be Only One Champion,1999-09-24,"Lake Charles Civic Center, Lake Charles, Louisiana, United States",Frank Shamrock,Tito Ortiz,win,loss,284,158,Submission,Punches,John McCarthy,4,4:42
1085,3,UFC 39 - The Warriors Return,2002-09-27,"Mohegan Sun Arena, Uncasville, Conneticut, United States",Phil Baroni,Dave Menne,win,loss,278,245,KO,Punches,N/A,1,0:18
1085,2,UFC 39 - The Warriors Return,2002-09-27,"Mohegan Sun Arena, Uncasville, Conneticut, United States",Matt Lindland,Ivan Salaverry,win,loss,276,1351,Decision,Unanimous,N/A,3,5:00
1085,1,UFC 39 - The Warriors Return,2002-09-27,"Mohegan Sun Arena, Uncasville, Conneticut, United States",Sean Sherk,Benji Radach,win,loss,277,2294,TKO,Doctor Stoppage,N/A,1,4:16
1220,8,UFC 40 - Vendetta,2002-11-22,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Tito Ortiz,Ken Shamrock,win,loss,158,4,TKO,Corner Stoppage,N/A,3,5:00
1220,7,UFC 40 - Vendetta,2002-11-22,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Chuck Liddell,Renato Sobral,win,loss,192,274,KO,Head Kick,N/A,1,2:55
1220,6,UFC 40 - Vendetta,2002-11-22,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Matt Hughes,Gil Castillo,win,loss,232,553,TKO,Cut,N/A,1,5:00
1220,5,UFC 40 - Vendetta,2002-11-22,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Carlos Newton,Pete Spratt,win,loss,7,3195,Submission,Kimura,N/A,1,1:45
1220,4,UFC 40 - Vendetta,2002-11-22,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Robbie Lawler,Tiki Ghosn,win,loss,2245,88,TKO,Punches,N/A,1,1:29
1220,3,UFC 40 - Vendetta,2002-11-22,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Andrei Arlovski,Ian Freeman,win,loss,270,242,TKO,Punches,N/A,1,1:25
1220,2,UFC 40 - Vendetta,2002-11-22,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Vladimir Matyushenko,Travis Wiuff,win,loss,435,3660,Submission,Punches,N/A,1,4:10
1220,1,UFC 40 - Vendetta,2002-11-22,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Phillip Miller,Mark Weir,win,loss,482,3599,Submission,Rear-Naked Choke,N/A,2,4:50
1424,8,UFC 41 - Onslaught,2003-02-28,"Boardwalk Hall, Atlantic City, New Jersey, United States",Tim Sylvia,Ricco Rodriguez,win,loss,1061,8,TKO,Punches,N/A,1,3:09
1424,7,UFC 41 - Onslaught,2003-02-28,"Boardwalk Hall, Atlantic City, New Jersey, United States",Frank Mir,David Abbott,win,loss,2329,110,Submission,Toe Hold,Larry Landless,1,0:46
1424,6,UFC 41 - Onslaught,2003-02-28,"Boardwalk Hall, Atlantic City, New Jersey, United States",B.J. Penn,Caol Uno,draw,draw,1307,283,Draw,,N/A,5,5:00
1424,5,UFC 41 - Onslaught,2003-02-28,"Boardwalk Hall, Atlantic City, New Jersey, United States",Matt Lindland,Phil Baroni,win,loss,276,278,Decision,Unanimous,N/A,3,5:00
1424,4,UFC 41 - Onslaught,2003-02-28,"Boardwalk Hall, Atlantic City, New Jersey, United States",Vladimir Matyushenko,Pedro Rizzo,win,loss,435,208,Decision,Unanimous,N/A,3,5:00
2690,6,UFC 51 - Super Saturday,2005-02-05,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",Evan Tanner,David Terrell,win,loss,212,536,TKO,Punches,N/A,1,4:35
2690,5,UFC 51 - Super Saturday,2005-02-05,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",Paul Buentello,Justin Eilers,win,loss,347,5936,KO,Punch,N/A,1,3:34
2690,4,UFC 51 - Super Saturday,2005-02-05,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",Mike Kyle,James Irvin,win,loss,3619,7780,KO,Punch,N/A,1,1:55
2690,3,UFC 51 - Super Saturday,2005-02-05,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",David Loiseau,Gideon Ray,win,loss,903,4555,TKO,Doctor Stoppage,N/A,1,5:00
34,6,UFC 24 - First Defense,2000-03-10,"Lake Charles Civic Center, Lake Charles, Louisiana, United States",Lance Gibson,Jermaine Andre,win,loss,246,247,KO,Knee,John McCarthy,3,3:35
34,5,UFC 24 - First Defense,2000-03-10,"Lake Charles Civic Center, Lake Charles, Louisiana, United States",Dave Menne,Fabiano Iha,win,loss,245,218,Decision,Unanimous,John McCarthy,3,5:00
34,2,UFC 24 - First Defense,2000-03-10,"Lake Charles Civic Center, Lake Charles, Louisiana, United States",Scott Adams,Ian Freeman,win,loss,241,242,Submission,Heel Hook,John McCarthy,1,3:09
35,6,UFC 25 - Ultimate Japan 3,2000-04-14,"Yoyogi National Gymnasium, Tokyo, Japan, Japan",Tito Ortiz,Wanderlei Silva,win,loss,158,209,Decision,Unanimous,John McCarthy,5,5:00
35,5,UFC 25 - Ultimate Japan 3,2000-04-14,"Yoyogi National Gymnasium, Tokyo, Japan, Japan",Murilo Bustamante,Yoji Anjo,win,loss,253,182,Submission,Arm-Triangle Choke,John McCarthy,2,0:31
35,4,UFC 25 - Ultimate Japan 3,2000-04-14,"Yoyogi National Gymnasium, Tokyo, Japan, Japan",Sanae Kikuta,Eugene Jackson,win,loss,252,222,Submission,Armbar,John McCarthy,1,4:38
35,3,UFC 25 - Ultimate Japan 3,2000-04-14,"Yoyogi National Gymnasium, Tokyo, Japan, Japan",Ron Waterman,Satoshi Honma,win,loss,217,251,Decision,Unanimous,John McCarthy,3,5:00
35,2,UFC 25 - Ultimate Japan 3,2000-04-14,"Yoyogi National Gymnasium, Tokyo, Japan, Japan",Ikuhisa Minowa,Joe Slick,win,loss,250,238,TKO,Cut,John McCarthy,3,2:02
35,1,UFC 25 - Ultimate Japan 3,2000-04-14,"Yoyogi National Gymnasium, Tokyo, Japan, Japan",LaVerne Clark,Koji Oishi,win,loss,184,249,Decision,Majority,John McCarthy,3,5:00
36,8,UFC 26 - Ultimate Field of Dreams,2000-06-09,"U.S. Cellular Center, Cedar Rapids, Iowa, United States",Kevin Randleman,Pedro Rizzo,win,loss,162,208,Decision,Unanimous,John McCarthy,5,5:00
2690,2,UFC 51 - Super Saturday,2005-02-05,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",Karo Parisyan,Chris Lytle,win,loss,5153,267,Decision,Unanimous,N/A,3,5:00
2690,1,UFC 51 - Super Saturday,2005-02-05,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",Nick Diaz,Drew Fickett,win,loss,2831,725,TKO,Punches,N/A,1,4:40
2690,9,UFC 51 - Super Saturday,2005-02-05,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",Tito Ortiz,Vitor Belfort,win,loss,158,156,Decision,Split,N/A,3,5:00
2690,8,UFC 51 - Super Saturday,2005-02-05,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",Pete Sell,Phil Baroni,win,loss,7795,278,Submission,Guillotine Choke,N/A,3,4:19
2971,9,UFC - The Ultimate Fighter 1 Finale,2005-04-09,"Cox Pavilion, Las Vegas, Nevada, United States",Rich Franklin,Ken Shamrock,win,loss,392,4,TKO,Punches,N/A,1,2:42
2971,8,UFC - The Ultimate Fighter 1 Finale,2005-04-09,"Cox Pavilion, Las Vegas, Nevada, United States",Forrest Griffin,Stephan Bonnar,win,loss,3526,3014,Decision,Unanimous,N/A,3,5:00
2971,7,UFC - The Ultimate Fighter 1 Finale,2005-04-09,"Cox Pavilion, Las Vegas, Nevada, United States",Diego Sanchez,Kenny Florian,win,loss,4824,8021,TKO,Punches,N/A,1,2:49
2971,6,UFC - The Ultimate Fighter 1 Finale,2005-04-09,"Cox Pavilion, Las Vegas, Nevada, United States",Sam Hoger,Bobby Southworth,win,loss,6445,551,Decision,Unanimous,N/A,3,5:00
2971,5,UFC - The Ultimate Fighter 1 Finale,2005-04-09,"Cox Pavilion, Las Vegas, Nevada, United States",Chris Leben,Jason Thacker,win,loss,6258,12690,TKO,Punches,N/A,1,1:35
2971,4,UFC - The Ultimate Fighter 1 Finale,2005-04-09,"Cox Pavilion, Las Vegas, Nevada, United States",Josh Koscheck,Chris Sanford,win,loss,9418,2656,KO,Punch,N/A,1,4:21
2971,3,UFC - The Ultimate Fighter 1 Finale,2005-04-09,"Cox Pavilion, Las Vegas, Nevada, United States",Nate Quarry,Lodune Sincaid,win,loss,2383,4208,TKO,Punches,N/A,1,3:17
2971,2,UFC - The Ultimate Fighter 1 Finale,2005-04-09,"Cox Pavilion, Las Vegas, Nevada, United States",Mike Swick,Alex Schoenauer,win,loss,5199,4000,KO,Punch,N/A,1,0:20
2971,1,UFC - The Ultimate Fighter 1 Finale,2005-04-09,"Cox Pavilion, Las Vegas, Nevada, United States",Alex Karalexis,Josh Rafferty,win,loss,11941,2682,TKO,Punches,N/A,1,1:40
2930,8,UFC 52 - Couture vs. Liddell 2,2005-04-16,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Chuck Liddell,Randy Couture,win,loss,192,166,KO,Punches,N/A,1,2:06
2930,7,UFC 52 - Couture vs. Liddell 2,2005-04-16,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Renato Sobral,Travis Wiuff,win,loss,274,3660,Submission,Armbar,N/A,2,0:24
2930,6,UFC 52 - Couture vs. Liddell 2,2005-04-16,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Matt Hughes,Frank Trigg,win,loss,232,311,Submission,Rear-Naked Choke,N/A,1,4:05
2930,5,UFC 52 - Couture vs. Liddell 2,2005-04-16,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Matt Lindland,Travis Lutter,win,loss,276,4586,Submission,Guillotine Choke,N/A,2,3:32
37,5,UFC 27 - Ultimate Bad Boyz,2000-09-22,"Lakefront Arena, New Orleans, Louisiana, United States",Fabiano Iha,LaVerne Clark,win,loss,218,184,Submission,Armbar,John McCarthy,1,1:10
37,4,UFC 27 - Ultimate Bad Boyz,2000-09-22,"Lakefront Arena, New Orleans, Louisiana, United States",Yuki Kondo,Alexandre Dantas,win,loss,263,264,TKO,Punches,John McCarthy,3,2:28
37,3,UFC 27 - Ultimate Bad Boyz,2000-09-22,"Lakefront Arena, New Orleans, Louisiana, United States",Ian Freeman,Tedd Williams,win,loss,242,248,Decision,Unanimous,John McCarthy,3,5:00
2930,4,UFC 52 - Couture vs. Liddell 2,2005-04-16,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Georges St. Pierre,Jason Miller,win,loss,3500,7798,Decision,Unanimous,N/A,3,5:00
2930,3,UFC 52 - Couture vs. Liddell 2,2005-04-16,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Ivan Salaverry,Joe Riggs,win,loss,1351,2765,Submission,Triangle Choke,N/A,1,2:42
2930,2,UFC 52 - Couture vs. Liddell 2,2005-04-16,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Joe Doerksen,Patrick Cote,win,loss,390,6612,Submission,Rear-Naked Choke,N/A,3,2:35
3054,6,UFC 53 - Heavy Hitters,2005-06-04,"Boardwalk Hall, Atlantic City, New Jersey, United States",Rich Franklin,Evan Tanner,win,loss,392,212,TKO,Doctor Stoppage,N/A,4,3:25
3054,5,UFC 53 - Heavy Hitters,2005-06-04,"Boardwalk Hall, Atlantic City, New Jersey, United States",Forrest Griffin,Bill Mahood,win,loss,3526,4388,Submission,Rear-Naked Choke,N/A,1,2:18
3054,4,UFC 53 - Heavy Hitters,2005-06-04,"Boardwalk Hall, Atlantic City, New Jersey, United States",Paul Buentello,Kevin Jordan,win,loss,347,4399,Submission,Guillotine Choke,N/A,1,4:00
3054,3,UFC 53 - Heavy Hitters,2005-06-04,"Boardwalk Hall, Atlantic City, New Jersey, United States",Nate Quarry,Shonie Carter,win,loss,2383,239,TKO,Punches,N/A,1,2:37
3054,2,UFC 53 - Heavy Hitters,2005-06-04,"Boardwalk Hall, Atlantic City, New Jersey, United States",David Loiseau,Charles McCarthy,win,loss,903,7987,TKO,Spinning Back Kick,N/A,2,2:10
3100,8,UFC Fight Night 1 - Marquardt vs. Salaverry,2005-08-06,"Cox Pavillion, Las Vegas, Nevada, United States",Nate Marquardt,Ivan Salaverry,win,loss,1712,1351,Decision,Unanimous,John McCarthy,3,5:00
3100,7,UFC Fight Night 1 - Marquardt vs. Salaverry,2005-08-06,"Cox Pavillion, Las Vegas, Nevada, United States",Chris Leben,Patrick Cote,win,loss,6258,6612,Decision,Split,Herb Dean,3,5:00
3100,6,UFC Fight Night 1 - Marquardt vs. Salaverry,2005-08-06,"Cox Pavillion, Las Vegas, Nevada, United States",Stephan Bonnar,Sam Hoger,win,loss,3014,6445,Decision,Unanimous,John McCarthy,3,5:00
3100,5,UFC Fight Night 1 - Marquardt vs. Salaverry,2005-08-06,"Cox Pavillion, Las Vegas, Nevada, United States",Nate Quarry,Pete Sell,win,loss,2383,7795,TKO,Punch,Cecil Peoples,1,0:42
3100,4,UFC Fight Night 1 - Marquardt vs. Salaverry,2005-08-06,"Cox Pavillion, Las Vegas, Nevada, United States",Josh Koscheck,Pete Spratt,win,loss,9418,3195,Submission,Rear-Naked Choke,Steve Mazzagatti,1,1:53
3100,3,UFC Fight Night 1 - Marquardt vs. Salaverry,2005-08-06,"Cox Pavillion, Las Vegas, Nevada, United States",Mike Swick,Gideon Ray,win,loss,5199,4555,TKO,Punches,Herb Dean,1,0:22
3100,2,UFC Fight Night 1 - Marquardt vs. Salaverry,2005-08-06,"Cox Pavillion, Las Vegas, Nevada, United States",Kenny Florian,Alex Karalexis,win,loss,8021,11941,TKO,Doctor Stoppage,Cecil Peoples,2,2:52
3093,8,UFC 54 - Boiling Point,2005-08-20,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Chuck Liddell,Jeremy Horn,win,loss,192,202,TKO,Retirement,N/A,4,2:46
3093,7,UFC 54 - Boiling Point,2005-08-20,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Tim Sylvia,Tra Telligman,win,loss,1061,157,KO,Head Kick,N/A,1,4:59
