fid,name,dob,height_inches,weight_lbs,association,division,country,reach_inches,strike_offense_per_min,strike_offense_accuracy,strike_defense_per_min,strike_defense_accuracy,takedowns_per_fight,takedowns_accuracy,takedowns_defense,submissions_per_fight,wins,losses,draws,total_fights,win_pct,finish_pct
275,Dennis Hallman,1975-12-02,69,155,Victory Athletics,Middleweight,United States,72,1.12,44,1.96,43,1.79,30,25,2.1,4,5,0,9,44,75
276,Matt Lindland,1970-05-17,72,185,Team Quest,Middleweight,United States,74,2.62,50,1.56,52,3.01,48,60,1.3,9,3,0,12,75,44
277,Sean Sherk,1973-08-05,66,155,Minnesota Martial Arts Academy,Lightweight,United States,67,2.17,35,2.71,55,4.09,46,56,0.4,8,4,0,12,67,25
278,Phil Baroni,1976-04-16,69,170,American Kickboxing Academy,Welterweight,United States,72,2.77,45,3.93,40,1.46,47,60,0.5,3,7,0,10,30,67
281,Elvis Sinosic,1971-02-13,75,205,Sinosic Perosh Martial Arts,Light Heavyweight,Australia,77,1.13,37,4.6,53,0,0,0,1.2,1,6,0,7,14,100
283,Caol Uno,1975-05-08,67,155,Uno Dojo,Featherweight,Japan,70,1.91,49,1.9,50,1.95,31,37,0.5,3,5,2,10,30,33
284,Frank Shamrock,1972-12-08,70,185,The Alliance,Middleweight,United States,,4.75,53,4.66,57,0.35,50,37,1.1,1,0,0,1,100,100
311,Frank Trigg,1972-05-07,68,170,Xtreme Couture,Middleweight,United States,71,2.79,46,1.9,56,2.35,47,75,0.8,2,5,0,7,29,100
338,Dean Lister,1976-02-13,73,185,Victory MMA,Middleweight,United States,75,1.26,35,1.89,61,1.58,15,50,1.1,4,2,0,6,67,50
344,Yves Edwards,1976-09-30,70,155,American Top Team,Lightweight,United States,73,2.91,42,2.34,66,0.76,53,69,0.7,10,10,0,20,50,70
347,Paul Buentello,1974-01-16,75,245,Grudge Training Center,Light Heavyweight,United States,77,3.29,45,3.83,52,0.19,33,39,0.4,3,3,0,6,50,100
348,Quinton Jackson,1978-06-20,73,206,Wolfslair Academy,Light Heavyweight,United States,,,,,,,,,,8,5,0,13,62,38
370,Falaniko Vitale,1974-07-14,70,185,808 Top Team,Middleweight,United States,,1.88,49,3.68,47,0.72,33,86,0,1,1,0,2,50,100
390,Joe Doerksen,1977-09-10,72,186,Canadian Fighting Centre,Middleweight,Canada,,,,,,,,,,2,7,0,9,22,100
392,Rich Franklin,1974-10-05,73,185,Team Extreme,Middleweight,United States,75,4.1,44,2.07,62,1.31,66,63,0.7,14,6,0,20,70,71
425,Takanori Gomi,1978-09-22,68,155,Kugayama Rascal,Lightweight,Japan,70,3.85,41,3.47,60,1.25,65,63,0.8,4,6,0,10,40,50
426,Johnny Eduardo,1980-08-03,67,135,Nova Uniao,Bantamweight,Brazil,,,,,,,,,,2,2,0,4,50,50
435,Vladimir Matyushenko,1971-01-04,73,205,VMAT,Light Heavyweight,Belarus,74,1.9,44,1.62,59,3.25,46,70,0.1,7,5,0,12,58,43
438,Jutaro Nakao,1970-11-30,69,170,Jutaro Nakao MMA School,Welterweight,Japan,,0.53,38,1.06,44,0.38,50,56,0,1,1,0,2,50,100
461,Alistair Overeem,1980-05-17,77,265,Jackson-Wink MMA,Heavyweight,Netherlands,80,3.78,60,1.79,63,1.62,65,76,1.1,5,3,0,8,62,60
467,Semmy Schilt,1973-10-27,83,265,Golden Glory,Heavyweight,Holland,,1.2,50,1.31,53,0,0,47,1.1,1,1,0,2,50,100
482,Phillip Miller,1979-02-20,71,185,Williams Combat Grappling,Middleweight,United States,,1.61,54,1.93,50,3.62,25,100,0.6,2,0,0,2,100,50
487,Tony DeSouza,1974-07-26,72,170,Millennia MMA,Welterweight,Peru,70,1.12,52,1.57,41,2.25,42,40,1.5,3,3,0,6,50,67
495,Jason Lambert,1977-09-23,70,205,Alliance MMA,Light Heavyweight,United States,,,,,,,,,,4,4,0,8,50,100
536,David Terrell,1978-01-09,72,185,Cesar Gracie Jiu-Jitsu,Middleweight,USA,,2.34,63,2.71,37,5.54,50,0,5.5,2,1,0,3,67,100
549,Jason Von Flue,1975-08-01,72,170,,Welterweight,United States,,1.89,36,3.23,52,0.62,16,58,1.5,1,2,0,3,33,100
662,Ryan Jensen,1977-09-20,70,185,Jackson-Wink MMA,Middleweight,United States,76,2.84,39,2.99,59,1.55,50,31,1.9,2,6,0,8,25,100
725,Drew Fickett,1979-12-24,70,151,Team Scrub,Lightweight,United States,,,,,,,,,,4,3,0,7,57,75
903,David Loiseau,1979-12-17,72,185,Tristar Gym,Light Heavyweight,Canada,76,1.59,44,3.64,43,0.43,42,36,0.1,4,5,0,9,44,100
993,Ivan Menjivar,1982-05-30,66,145,Tristar Gym,Bantamweight,El Salvador,64,2.78,37,2.76,65,0.56,28,38,1,4,5,0,9,44,75
1046,Rich Clementi,1976-03-31,69,155,Team Voodoo,Lightweight,United States,72,1.43,37,2.29,60,1.72,42,25,1.1,5,5,0,10,50,60
1061,Tim Sylvia,1974-03-05,80,265,Team Extreme,Heavyweight,United States,,,,,,,,,,9,4,0,13,69,56
1217,Akihiro Gono,1974-10-07,69,170,OxyGym Fight Team,Lightweight,Japan,68,2.18,48,2.67,63,1.01,84,46,0.5,1,2,0,3,33,100
1227,Genki Sudo,1978-03-08,69,155,Beverly Hills Jiu-Jitsu Club,Lightweight,Japan,,1.55,39,2.23,33,3.58,60,50,4.2,2,1,0,3,67,100
1301,Din Thomas,1976-09-28,69,155,American Top Team,Featherweight,United States,,1.85,37,2.6,59,1.38,52,76,1.2,5,4,0,9,56,40
1305,Matt Serra,1974-06-02,66,170,Serra-Longo Fight Team,Welterweight,United States,68,1.98,39,2.64,46,2.05,20,38,0.9,7,7,0,14,50,43
1307,B.J. Penn,1978-12-13,69,145,BJ Penn's MMA,Featherweight,United States,,,,,,,,,,12,9,2,23,52,92
1326,Tatsuya Kawajiri,1978-05-08,67,145,T-Blood,Featherweight,Japan,69,2.04,44,2.01,50,3.63,48,63,1.1,3,2,0,5,60,33
1351,Ivan Salaverry,1971-01-11,72,185,Ivan Salaverry MMA,Middleweight,United States,,3.01,47,1.19,76,0.49,18,36,2.5,3,4,0,7,43,100
1356,Anderson Silva,1975-04-14,74,185,Team Nogueira,Middleweight,Brazil,77,3.1,63,1.87,62,0.55,77,69,0.9,16,2,0,18,89,88
1440,Antonio Rodrigo Nogueira,1976-06-02,75,240,Team Nogueira,Heavyweight,Brazil,,,,,,,,,,5,6,0,11,45,60
1518,Antoni Hardonk,1976-02-05,76,245,Dynamix MMA,Heavyweight,Holland,78,3.4,61,3.07,46,0,0,40,0.9,4,4,0,8,50,100
1659,Lee Murray,1977-11-12,72,185,London Shootfighters,Middleweight,England,,,,,,,,,,1,0,0,1,100,100
1712,Nate Marquardt,1979-04-20,72,185,High Altitude Martial Arts,Middleweight,United States,74,2.67,49,2.27,56,2.03,53,72,1,12,8,0,20,60,67
1804,Tim Credeur,1977-07-09,75,185,Gladiators Academy,Middleweight,United States,75,3.59,30,3.13,57,0.41,100,50,3.3,3,2,0,5,60,100
1870,Andrei Semenov,1977-06-17,72,185,,Middleweight,Russia,,0.78,15,2.44,60,1.74,80,55,0.4,1,1,0,2,50,100
1884,Anthony Torres,1978-07-31,70,170,MMA Development,Welterweight,United States,,3.54,48,7.52,45,0,0,100,2.2,1,0,0,1,100,100
1927,Jason Brilz,1975-07-07,71,205,Elite Performance,Light Heavyweight,United States,71,2.66,40,1.78,65,2.37,25,25,1.3,3,4,0,7,43,33
2027,Alexey Oleinik,1977-06-25,73,240,K Dojo Warrior Tribe,Heavyweight,Russia,,,,,,,,,,2,0,0,2,100,100
2191,Cyrille Diabate,1973-06-10,78,205,Snake Team,Light Heavyweight,France,,,,,,,,,,3,4,0,7,43,67
2193,Cheick Kongo,1975-05-17,76,240,Kongo Smashin' Club,Heavyweight,France,82,3.19,56,1.34,54,2.25,54,52,0.2,11,6,1,18,61,64
2245,Robbie Lawler,1982-03-20,71,170,American Top Team,Welterweight,United States,74,3.49,44,3.69,62,0.82,68,67,0,12,4,0,16,75,50
2262,Ben Rothwell,1981-10-17,76,265,Rothwell MMA,Heavyweight,United States,78,2.89,41,3.92,46,0.84,36,69,0.4,6,3,0,9,67,83
2270,Antonio Rogerio Nogueira,1976-06-02,74,205,Team Nogueira,Light Heavyweight,Brazil,,,,,,,,,,4,4,0,8,50,50
2326,Mirko Filipovic,1974-09-10,74,227,Cro Cop Squad Gym,Heavyweight,Croatia,,,,,,,,,,5,6,0,11,45,100
2329,Frank Mir,1979-05-24,75,264,Las Vegas Combat Club,Heavyweight,United States,79,2.18,47,3.84,38,2.02,40,54,2,16,10,0,26,62,81
2352,Houston Alexander,1972-03-22,72,205,Grudge Training Center,Light Heavyweight,United States,72,3.06,54,3.2,52,1.19,57,33,0,2,4,0,6,33,100
2383,Nate Quarry,1972-03-18,72,185,Team Quest,Middleweight,United States,72,4.96,44,2.8,66,0.25,33,60,0,7,3,0,10,70,71
2386,Drew McFedries,1978-07-27,72,185,Champions Gym,Middleweight,United States,72,5.13,51,4.56,52,1.42,100,56,0.7,4,5,0,9,44,100
2394,Josh Thomson,1978-09-21,70,155,American Kickboxing Academy,Lightweight,United States,71,2.62,48,2.11,64,1.95,40,54,1.4,3,4,0,7,43,67
2427,Fabricio Camoes,1978-12-23,69,155,Gracie Humaita,Lightweight,Brazil,73,1.29,33,1.85,61,2.34,32,20,1.5,1,4,1,6,17,100
2578,Scott Smith,1979-05-21,72,185,Capital City Fighting Alliance,Middleweight,United States,70,1.86,27,5.94,50,0.13,6,58,0.4,1,3,0,4,25,100
2638,Keith Jardine,1975-10-31,74,185,Jackson-Wink MMA,Middleweight,United States,76,3.25,36,2.98,59,1.18,45,62,0.7,6,7,0,13,46,33
2646,Dan Christison,1972-04-26,80,265,Jackson-Wink MMA,Super Heavyweight,United States,,4.23,51,3.88,54,0,0,37,1.1,1,1,0,2,50,100
2688,Jonathan Wiezorek,1978-02-10,75,250,Valdosta Martial Arts Academy,Heavyweight,United States,,1.27,58,5.47,31,1.91,20,0,0,1,0,0,1,100,100
2712,Jorge Rivera,1972-02-28,73,185,Rivera Athletic Center,Middleweight,United States,73,3.16,48,2.64,54,0.84,50,63,0.1,8,7,0,15,53,62
2765,Joe Riggs,1982-09-23,72,185,MMA Lab,Welterweight,United States,70,2.41,51,1.69,57,2.45,55,62,0.6,5,7,0,12,42,60
2815,Leonard Garcia,1979-07-14,69,145,Jackson-Wink MMA,Featherweight,United States,69,2.77,24,4.79,52,0.3,26,42,0.5,2,7,0,9,22,50
2829,Wesley Correira,1978-11-11,75,260,Cabbage MMA,Heavyweight,United States,,2.6,36,8.8,40,0,0,90,0,2,2,0,4,50,100
2830,Tim Kennedy,1979-09-01,71,185,Jackson-Wink MMA,Middleweight,United States,74,2.78,47,1.84,62,2.58,35,70,0.7,3,1,0,4,75,33
2831,Nick Diaz,1983-08-02,73,185,Cesar Gracie Fight Team,Welterweight,United States,76,5.43,42,3.56,61,1.32,33,60,1,7,6,0,13,54,86
2886,Roan Carneiro,1978-06-02,71,170,American Top Team Atlanta,Welterweight,Brazil,74,1.46,46,1.82,62,3.05,42,83,1.4,3,4,0,7,43,67
2920,Brad Blackburn,1977-05-25,70,170,Victory Athletics,Welterweight,United States,73,4.55,35,3.59,65,0.93,50,76,0.7,3,2,0,5,60,33
3014,Stephan Bonnar,1977-04-04,75,205,One Kick's Gym,Light Heavyweight,United States,78,2.76,38,3.01,52,1.32,40,60,1,8,7,0,15,53,50
3015,Brian Ebersole,1980-11-27,72,170,Tiger Muay Thai,Welterweight,United States,73,2.32,49,2.14,56,1.7,23,61,0.1,5,3,0,8,62,20
3068,Hermes Franca,1974-08-27,66,155,Team Hermes Franca,Lightweight,Brazil,,,,,,,,,,6,5,0,11,55,67
3070,Wilson Gouveia,1978-10-03,74,185,American Top Team,Heavyweight,United States,76,3.02,39,4.06,56,0.9,66,57,2.2,6,4,0,10,60,100
3195,Pete Spratt,1971-01-09,69,170,Team Spratt,Welterweight,United States,,1.63,48,1.33,55,0.3,100,46,0.3,3,4,0,7,43,100
3328,Christian Wellisch,1975-09-13,74,234,American Kickboxing Academy,Heavyweight,United States,77,3.12,27,3.04,56,1.22,42,45,1.2,2,3,0,5,40,50
3396,Mac Danzig,1980-01-02,68,155,PKG,Lightweight,United States,70,3.39,48,3.44,57,1.2,37,46,0.6,5,8,0,13,38,60
3496,Bart Palaszewski,1983-05-30,69,145,Team Curran,Featherweight,United States,70,2.67,32,3.97,57,0.65,31,53,0.5,1,3,0,4,25,100
3500,Georges St. Pierre,1981-05-19,70,170,Tristar Gym,Welterweight,Canada,,,,,,,,,,19,2,0,21,90,37
3525,Rory Singer,1976-05-28,74,185,Hardcore Gym,Middleweight,United States,77,2.55,39,2.42,63,0.39,25,64,0.8,2,2,0,4,50,50
3526,Forrest Griffin,1979-07-01,75,205,Xtreme Couture,Light Heavyweight,United States,,,,,,,,,,10,5,0,15,67,30
3599,Mark Weir,1967-09-19,74,185,Range,Middleweight,England,,1.54,56,2.5,38,0.8,50,25,2.4,1,2,0,3,33,100
3619,Mike Kyle,1980-03-31,75,205,American Kickboxing Academy,Light Heavyweight,United States,77,4.5,51,2.76,54,1.55,62,50,0.9,2,1,0,3,67,100
3669,Roli Delgado,1981-11-22,75,145,Westside Fight Team,Featherweight,United States,,,,,,,,,,1,2,0,3,33,100
3707,Per Eklund,1980-11-12,70,145,Hilti NHB,Featherweight,Sweden,,,,,,,,,,1,2,0,3,33,100
4112,Chael Sonnen,1977-04-03,73,205,Team Quest,Light Heavyweight,United States,74,3.08,43,1.1,62,3.81,59,66,0.4,7,7,0,14,50,29
4114,Claude Patrick,1980-06-14,70,170,Elite Mixed Fighters,Welterweight,Canada,75,1.8,55,0.89,69,2.32,53,84,1.7,3,1,0,4,75,33
4120,Jonathan Goulet,1979-07-13,72,170,Team Legion,Welterweight,Canada,73,1.61,41,2,46,4.17,70,45,0.6,4,5,0,9,44,75
4153,Kurt Pellegrino,1979-05-07,68,155,Pellegrino MMA,Lightweight,United States,70,2.45,43,1.94,63,2.9,54,69,0.8,7,5,0,12,58,71
4173,Eddie Wineland,1984-06-26,67,135,Duneland Vale Tudo,Bantamweight,United States,69,3.36,29,3.42,71,0.34,33,85,0.2,3,5,0,8,38,67
4270,Paul Daley,1983-02-21,69,170,Spirit Dojo,Welterweight,England,76,3.14,47,2.37,60,0.91,40,64,0,2,1,0,3,67,100
4367,Steve Bruno,1981-11-03,70,170,American Top Team,Middleweight,United States,,0.96,52,3.38,36,1.94,25,46,0.4,1,2,0,3,33,100
4389,Jason MacDonald,1975-06-03,74,185,Pure Fitness,Middleweight,Canada,80,1.55,52,2.7,46,1.43,16,35,2,6,8,0,14,43,100
4577,Mike Pyle,1975-09-18,73,170,Syndicate MMA,Welterweight,United States,74,2.76,46,2.75,61,1.82,35,70,1.6,10,6,0,16,62,70
4586,Travis Lutter,1973-12-05,74,185,Lion's Den Dallas,Middleweight,United States,,,,,,,,,,2,4,0,6,33,100
4647,Thiago Tavares,1984-11-08,67,145,Team Tavares,Featherweight,Brazil,68,2,40,2.31,62,3.83,42,62,1.5,10,6,1,17,59,60
4655,Glover Teixeira,1979-10-28,74,205,Nova Uniao,Light Heavyweight,Brazil,76,4.03,44,3.33,57,2.63,54,58,0.8,7,2,0,9,78,86
4679,Darren Uyenoyama,1979-10-15,66,125,Faito Tamashii Combat Club,Flyweight,United States,64,1.34,39,2.21,66,1.42,33,35,0.7,2,2,0,4,50,50
4728,Mark Hominick,1982-07-22,68,145,Team Tompkins,Featherweight,Canada,68,4.08,42,4.18,69,0.25,66,71,0.9,3,4,0,7,43,67
4789,Trevor Prangley,1972-08-24,72,185,American Kickboxing Academy,Light Heavyweight,South Africa,75,2.59,60,2.02,48,3.38,55,74,1,2,2,0,4,50,50
4810,Leonardo Santos,1980-02-05,72,155,Nova Uniao,Lightweight,Brazil,75,2.3,40,2.64,61,1.14,25,86,0.5,4,0,1,5,80,75
4824,Diego Sanchez,1981-12-31,70,155,Jackson-Wink MMA,Lightweight,United States,72,2.75,36,2.95,58,1.48,21,50,1,14,8,0,22,64,36
4833,Marcus Aurelio,1973-08-18,70,155,Elite Mixed Fighters,Welterweight,Brazil,74,1.42,33,2.27,59,1.69,27,27,1.3,2,4,0,6,33,100
4865,Jon Fitch,1978-02-24,72,170,American Kickboxing Academy,Middleweight,United States,76,2.61,50,1.65,54,3.6,51,56,0.8,14,3,1,18,78,29
4886,Brandon Vera,1977-10-10,74,230,Alliance MMA,Light Heavyweight,United States,76,3.03,56,2.81,52,0.7,53,59,0.2,7,7,0,14,50,57
4923,Joe Lauzon,1984-05-22,69,155,Lauzon MMA,Lightweight,United States,71,2.62,38,4.74,57,2.27,43,54,2.3,11,8,0,19,58,91
5118,Spencer Fisher,1976-05-09,67,155,,Lightweight,United States,70,3.17,43,3.03,64,0.67,30,60,0.8,8,8,0,16,50,62
5153,Karo Parisyan,1982-08-28,70,170,,Welterweight,United States,72,2.49,41,2.19,58,5.27,59,59,1,8,4,0,12,67,25
5185,Manny Gamburyan,1981-05-08,65,135,Team Hayastan,Bantamweight,United States,,,,,,,,,,6,6,0,12,50,50
5199,Mike Swick,1979-06-19,73,170,AKA Thailand,Welterweight,United States,77,2.36,37,2.29,54,1.06,50,61,0.6,10,5,0,15,67,70
5286,Robert Emerson,1981-07-30,70,135,Team Oyama,Bantamweight,United States,,,,,,,,,,3,3,0,6,50,33
5344,Martin Kampmann,1982-04-17,72,170,Xtreme Couture,Welterweight,Denmark,72,3.22,42,3.28,62,1.86,41,78,2,11,6,0,17,65,64
5346,Antonio Carvalho,1979-05-30,68,145,Bruckmann Martial Arts,Featherweight,Canada,68,3.03,29,3.62,64,0,0,100,0,2,2,0,4,50,50
5366,Alessio Sakara,1981-09-02,73,185,American Top Team,Middleweight,Italy,72,3.96,47,2.8,59,2.18,78,62,0,6,8,0,14,43,67
5453,Siyar Bahadurzada,1984-04-17,71,170,Blackzilians,Welterweight,Afghanistan,76,3.03,47,2.23,50,1.34,80,69,0.3,1,2,0,3,33,100
5569,Yushin Okami,1981-07-21,74,185,Wajutsu Keishukai Tokyo,Middleweight,Japan,72,2.23,38,2.2,62,1.88,47,84,0.5,13,5,0,18,72,38
5707,Mauricio Rua,1981-11-25,73,205,Universidade da Luta,Light Heavyweight,Brazil,76,3.58,51,2.49,55,2.15,47,45,0.9,7,8,0,15,47,86
5735,Jorge Santiago,1980-10-09,73,170,Blackzilians,Welterweight,Brazil,74,1.69,35,2.62,56,0.58,30,52,0.8,1,5,0,6,17,100
5936,Justin Eilers,1978-06-28,73,235,Miletich Martial Arts,Heavyweight,United States,,1.78,30,6.56,47,0,0,0,0,1,3,0,4,25,100
5993,Gleison Tibau,1983-07-10,70,155,American Top Team,Lightweight,Brazil,,,,,,,,,,17,9,0,26,65,35
5998,Thiago Alves,1983-10-03,70,170,American Top Team,Welterweight,Brazil,70,3.49,41,3.08,64,0.73,64,63,0.4,13,7,0,20,65,69
6120,Akbarh Arreola,1983-01-14,70,155,Entram Gym,Lightweight,Mexico,71,2.32,45,4.01,56,1.07,100,33,0.4,1,3,0,4,25,100
6258,Chris Leben,1980-07-21,71,185,Alliance MMA,Middleweight,United States,74,2.87,42,2.87,52,1.14,41,53,0.8,12,10,0,22,55,75
6326,Paul Taylor,1979-12-15,72,155,Team Supreme,Lightweight,England,72,4.44,47,4.47,55,0.27,25,56,0.5,3,5,0,8,38,67
6373,Brock Larson,1977-08-23,71,170,Get Sum Athletic Compound,Welterweight,United States,71,1.39,46,1.5,55,2.67,34,43,2,2,3,0,5,40,50
6428,Luke Cummo,1980-04-27,72,170,Serra-Longo Fight Team,Welterweight,United States,74,1.74,43,1.5,59,0.89,55,42,1.4,3,4,0,7,43,67
6445,Sam Hoger,1980-06-28,74,205,Miletich Martial Arts,Light Heavyweight,United States,,1.07,25,2.25,57,1.12,38,29,1.3,2,3,0,5,40,50
6525,Roman Mitichyan,1978-04-09,70,155,,Lightweight,Armenia,,,,,,,,,,1,1,0,2,50,100
6561,Ed Herman,1980-10-02,74,205,Trials MMA and Fitness,Light Heavyweight,United States,77,3.11,51,2.79,42,2.75,51,67,1.2,10,7,0,17,59,70
6612,Patrick Cote,1980-02-29,71,170,BTT Canada,Welterweight,Canada,71,2.8,49,3.07,48,0.72,21,44,0.3,10,9,0,19,53,40
6748,Nick Ring,1979-02-10,72,185,Champion's Creed MMA,Middleweight,Canada,74,3.52,42,3.48,62,1.36,36,52,0.3,3,3,0,6,50,33
6749,Jordan Mein,1989-10-10,71,170,Canadian Martial Arts Centre,Welterweight,Canada,73,3.91,44,2.97,70,1.18,70,60,0,3,2,0,5,60,67
6765,Carlos Condit,1984-04-26,73,170,Jackson-Wink MMA,Welterweight,United States,75,3.78,39,2.42,56,0.59,52,39,1.2,7,5,0,12,58,71
6811,Jason Day,1979-03-18,72,185,Champion's Creed MMA,Middleweight,Canada,,,,,,,,,,1,2,0,3,33,100
6850,Tor Troeng,1983-01-25,74,185,Renyi Fight Camp,Middleweight,Sweden,77,1.16,46,3.26,32,0.62,7,66,0.3,1,3,0,4,25,100
6946,Vaughan Lee,1982-10-15,65,125,UTC Birmingham,Bantamweight,England,66,3.47,47,2.07,70,0.81,33,72,1,3,5,0,8,38,33
7168,Jamie Varner,1984-12-10,68,155,Arizona Combat Sports,Lightweight,United States,,,,,,,,,,3,6,0,9,33,67
7202,Terry Martin,1980-10-10,67,185,Iron Academy,Middleweight,United States,71,2.68,41,3.26,53,3.01,40,92,0,2,4,0,6,33,100
7306,Gabriel Gonzaga,1979-05-18,74,242,Team Link,Heavyweight,Brazil,76,2.12,45,2.94,57,2.8,39,66,1.1,12,9,0,21,57,92
7431,Melvin Guillard,1983-03-30,69,155,American Top Team,Lightweight,United States,68,2.96,40,1.85,66,1.3,63,61,0.2,11,9,0,20,55,64
7466,Gegard Mousasi,1985-08-01,73,185,Red Devil International,Middleweight,Netherlands,76,3.68,50,1.2,69,1.64,61,61,1.2,4,3,0,7,57,50
7513,Lyoto Machida,1978-05-30,73,185,APAM,Middleweight,Brazil,74,2.63,53,1.59,62,1.33,65,75,0.4,14,7,0,21,67,50
7540,Anthony Njokuani,1980-03-01,72,155,Janjira Muay Thai,Lightweight,United States,75,3.94,46,2.41,65,0.5,45,53,0.2,3,5,0,8,38,33
7621,Igor Pokrajac,1979-02-01,72,205,American Top Team,Light Heavyweight,Croatia,,,,,,,,,,4,7,0,11,36,75
7632,Kyle Noke,1980-03-18,73,170,Jackson-Wink MMA,Welterweight,Australia,76,3.23,50,2.09,64,1.53,54,66,0.8,6,4,0,10,60,83
7688,Jorge Masvidal,1984-11-12,71,170,American Top Team,Lightweight,United States,74,4.32,47,2.94,68,1.93,61,79,0.5,6,3,0,9,67,33
7780,James Irvin,1978-09-12,74,205,Reign MMA,Middleweight,United States,75,2.03,48,3.86,35,0,0,36,0.5,4,6,0,10,40,75
7795,Pete Sell,1982-08-25,71,179,Serra-Longo Fight Team,Middleweight,United States,,,,,,,,,,2,5,0,7,29,50
7918,Kyle Bradley,1982-08-19,70,155,Team Voodoo,Welterweight,United States,71,1.99,40,3.45,58,0.65,50,40,0,1,3,0,4,25,100
7987,Charles McCarthy,1980-08-06,70,185,American Top Team,Middleweight,United States,71,0.18,12,4.03,56,2.67,60,0,2.7,1,2,0,3,33,100
8021,Kenny Florian,1976-05-26,70,145,Florian Martial Arts Center,Featherweight,United States,74,2.41,40,1.85,63,2.22,33,60,1.3,12,5,0,17,71,83
8095,Kalib Starnes,1975-01-06,75,185,Aegis Athletics,Light Heavyweight,Canada,74,2.71,48,4.43,53,1.46,33,25,0.6,2,3,0,5,40,50
8183,Ben Nguyen,1988-08-03,64,125,Integrated MMA,Flyweight,United States,65,4.56,43,3.72,56,0,0,66,1.4,2,0,0,2,100,100
8184,Clay Guida,1981-12-08,67,145,Jackson-Wink MMA,Featherweight,United States,70,2.25,31,2.44,65,3.53,38,69,0.8,12,10,0,22,55,42
8321,Jason Dent,1980-06-12,70,155,GriffonRawl Thaiboxing & MMA Academy,Welterweight,United States,71,2.01,39,3.7,62,0,0,26,1.4,1,3,0,4,25,100
8390,Fabricio Werdum,1977-07-30,76,231,Werdum Combat Team,Heavyweight,Brazil,77,3.44,51,2.24,58,1.67,31,34,1.3,8,2,0,10,80,75
8394,Ronaldo Souza,1979-12-07,72,184,X-Gym,Middleweight,Brazil,,,,,,,,,,5,1,0,6,83,80
8592,Marcus Davis,1973-08-24,68,170,Team Irish,Welterweight,United States,70,2.72,39,2.79,65,1.6,48,47,1.4,8,6,0,14,57,75
8593,Thales Leites,1981-09-06,73,185,Nova Uniao,Middleweight,Brazil,78,2,39,2.96,53,2.25,28,40,1.2,10,4,0,14,71,60
8800,Che Mills,1982-09-29,69,170,Champion's Creed MMA,Lightweight,Canada,76,2.08,52,2.87,43,1.18,66,58,0,2,1,0,3,67,100
8847,Urijah Faber,1979-05-14,66,135,Team Alpha Male,Bantamweight,United States,67,2.66,41,2.51,65,1.59,31,60,0.9,9,4,0,13,69,67
9033,James Te Huna,1981-09-29,73,185,Pirtek Athletic Allstars,Middleweight,Australia,75,4.04,51,2.99,62,2.75,37,58,0.2,5,4,0,9,56,60
9178,Krzysztof Soszynski,1977-08-02,73,205,Reign MMA,Light Heavyweight,Canada,77,3.37,39,3.13,58,0.52,25,71,1,6,3,0,9,67,67
9179,Josh Neer,1983-03-24,71,170,Cesar Gracie Fight Team,Welterweight,United States,72,3.29,46,3.63,58,1.09,34,46,1.3,6,9,0,15,40,67
9418,Josh Koscheck,1977-11-30,70,170,Dethrone Base Camp,Welterweight,United States,73,1.79,36,2.21,63,2.51,48,64,0.4,15,10,0,25,60,60
9491,Anthony Perosh,1972-05-10,75,205,Sinosic,Light Heavyweight,Australia,,,,,,,,,,4,7,0,11,36,100
9511,Lavar Johnson,1977-06-11,75,240,Pro Buhawe,Heavyweight,United States,82,5.39,55,2.54,55,0.61,66,54,0.6,2,2,0,4,50,100
9572,Keita Nakamura,1984-05-22,71,170,K-Taro Dojo,Welterweight,Japan,73,2.34,37,3.55,57,2,55,62,0.5,1,3,0,4,25,100
9574,Raphael Assuncao,1982-07-19,65,135,Ascension MMA,Bantamweight,Brazil,66,3.37,42,2.2,69,1.55,34,78,0.4,7,1,0,8,88,29
9626,Mike Easton,1984-01-25,66,135,Alliance MMA,Bantamweight,United States,70,3.51,37,4.28,61,0.75,22,66,0,3,4,0,7,43,33
9680,Soa Palelei,1977-12-07,76,265,AKA Thailand,Heavyweight,Australia,,,,,,,,,,4,3,0,7,57,100
9781,Mark Bocek,1981-10-24,69,155,Tristar Gym,Lightweight,Canada,75,2.34,43,2.32,60,3.65,36,31,1.3,8,5,0,13,62,50
9798,Francis Carmont,1981-11-10,72,170,Renzo Gracie Jiu-Jitsu,Welterweight,United States,,,,,,,,,,6,3,0,9,67,33
9817,Dennis Siver,1979-01-13,67,145,Kiboju,Featherweight,Germany,70,3.66,31,2.58,66,0.93,33,65,0.4,11,7,0,18,61,45
9863,Rob Kimmons,1981-01-30,70,185,K2L Grindhouse,Welterweight,United States,73,1.86,48,4.79,38,2.08,46,25,2.4,3,4,0,7,43,67
9901,Sam Stout,1984-04-23,69,155,Team Tompkins,Lightweight,Canada,70,4.17,28,4.08,57,0.63,38,77,0.1,9,11,0,20,45,11
9907,Adriano Martins,1982-12-16,70,155,Top Life Amazonas,Lightweight,Brazil,72,1.85,37,2.09,66,0.97,80,81,0.2,4,1,0,5,80,75
10047,Tomasz Drwal,1982-01-22,73,205,Alliance MMA,Middleweight,Poland,76,3.29,38,2.26,57,3.55,60,82,0.4,2,3,0,5,40,100
